"delta","qrpEnv","censor","tau","3PSM_10","3PSM_100","3PSM_30","3PSM_60","4PSM_10","4PSM_100","4PSM_30","4PSM_60","pcurve_10","pcurve_100","pcurve_30","pcurve_60","PEESE_10","PEESE_100","PEESE_30","PEESE_60","PET_10","PET_100","PET_30","PET_60","PETPEESE_10","PETPEESE_100","PETPEESE_30","PETPEESE_60","puniform_10","puniform_100","puniform_30","puniform_60","reMA_10","reMA_100","reMA_30","reMA_60","TF_10","TF_100","TF_30","TF_60","WAAP-WLS_10","WAAP-WLS_100","WAAP-WLS_30","WAAP-WLS_60"
0.5,"med","med",0.4,0.784353059177533,0.765,0.907,0.881,0.476429287863591,0.706,0.522,0.595,NA,NA,NA,NA,0.755,0.58,0.669,0.608,0.732,0.539,0.657,0.566,0.675,0.577,0.59,0.583,0.821212121212121,0.444,0.748,0.599,0.425,0,0.083,0.002,0.651234567901235,0.581761006289308,0.680735930735931,0.681720430107527,0.78,0.53,0.688,0.597
0.8,"med","med",0.4,0.691767068273092,0.867,0.825,0.892,0.47289156626506,0.293,0.379,0.315,NA,NA,NA,NA,0.749,0.581,0.682,0.61,0.725,0.442,0.612,0.504,0.714,0.581,0.669,0.61,0.886773547094188,0.819,0.861,0.856856856856857,0.804,0.097,0.579,0.281,0.829938900203666,0.825,0.821989528795812,0.810113519091847,0.845,0.72,0.779,0.73
0,"high","med",0,0.970883534136546,0.959738846572361,0.971340839303992,0.97444089456869,0.867469879518072,0.95,0.942798774259448,0.950106157112527,NA,NA,NA,NA,0.853,0.289,0.684,0.44,0.811,0.216,0.622,0.44,0.809,0.216,0.622,0.44,0.9800796812749,1,0.981651376146789,1,0.051,0,0,0,0.311,0,0.0131313131313131,0,0.243,0.515,0.064,0.282
0.2,"high","med",0,0.90010298661174,0.724215246636771,0.90285110876452,0.869757174392936,0.595262615859938,0.440543601359003,0.511603375527426,0.433815350389321,NA,NA,NA,NA,0.856,0.733,0.851,0.795,0.611,0.007,0.243,0.031,0.612,0.477,0.37,0.394,0.998062015503876,0.277385159010601,0.952198852772467,0.682971014492754,0.095,0,0,0,0.460580912863071,0,0.105509964830012,0.00519480519480519,0.541,0.626,0.759,0.724
0.5,"high","med",0,0.773279352226721,0.828073993471164,0.812371134020619,0.828240252897787,0.544534412955466,0.442872687704026,0.603092783505155,0.553101997896951,NA,NA,NA,NA,0.747,0.418,0.686,0.58,0.553,0.02,0.31,0.095,0.631,0.418,0.679,0.58,0.890792291220557,0.217,0.688376753507014,0.438,0.773,0.017,0.4,0.109,0.908227848101266,0.822085889570552,0.895881006864989,0.844578313253012,0.915,0.906,0.918,0.897
0.8,"high","med",0,0.837892603850051,0.839702760084926,0.837782340862423,0.82952182952183,0.77710233029382,0.778131634819533,0.781538461538462,0.791060291060291,NA,NA,NA,NA,0.87,0.471,0.739,0.624,0.82,0.212,0.603,0.402,0.857,0.471,0.739,0.624,0.918756268806419,0.613,0.839,0.722,0.926,0.687,0.879,0.802,0.938271604938272,0.89428263214671,0.896514161220044,0.894561598224195,0.951,0.935,0.916,0.913
0,"high","med",0.2,0.778894472361809,0.725,0.821105527638191,0.801603206412826,0.595573440643863,0.37,0.61105527638191,0.504008016032064,NA,NA,NA,NA,0.655,0.311,0.521,0.406,0.818,0.608,0.721,0.662,0.797,0.588,0.705,0.645,0.921686746987952,0.899814471243043,0.911646586345382,0.909980430528376,0.158,0,0,0,0.357575757575758,0,0.0371859296482412,0.001001001001001,0.448,0.529,0.328,0.415
0.2,"high","med",0.2,0.805835010060362,0.725175526579739,0.896586345381526,0.842741935483871,0.596579476861167,0.673019057171515,0.647590361445783,0.684475806451613,NA,NA,NA,NA,0.739,0.292,0.57,0.428,0.719,0.438,0.569,0.487,0.589,0.111,0.325,0.189,0.970422535211268,0.927385892116183,0.977488151658768,0.971184631803629,0.084,0,0,0,0.374213836477987,0,0.0795072788353863,0,0.575,0.427,0.609,0.538
0.5,"high","med",0.2,0.737903225806452,0.833667334669339,0.798994974874372,0.859437751004016,0.438508064516129,0.222444889779559,0.314572864321608,0.255020080321285,NA,NA,NA,NA,0.743,0.575,0.659,0.63,0.63,0.266,0.457,0.33,0.632,0.575,0.625,0.63,0.917894736842105,0.713,0.845,0.769,0.593,0,0.224,0.029,0.765957446808511,0.769911504424779,0.798657718120805,0.769230769230769,0.878,0.749,0.833,0.783
0.8,"high","med",0.2,0.720766129032258,0.636636636636637,0.705527638190955,0.716432865731463,0.611895161290323,0.324324324324324,0.534673366834171,0.433433433433433,NA,NA,NA,NA,0.768,0.496,0.645,0.583,0.72,0.357,0.549,0.462,0.74,0.496,0.644,0.583,0.916916916916917,0.736,0.848,0.796,0.869,0.499,0.803,0.652,0.858960763520679,0.687319884726225,0.817640047675805,0.751344086021505,0.886,0.792,0.848,0.814
0,"high","med",0.4,0.662662662662663,0.079,0.573,0.243,0.625625625625626,0.283,0.533,0.375,NA,NA,NA,NA,0.731,0.543,0.705,0.596,0.8,0.635,0.707,0.66,0.768,0.611,0.678,0.629,0.738154613466334,0.146022155085599,0.546424759871932,0.311043566362715,0.351,0,0.038,0.001,0.611895161290323,0.002,0.256,0.034,0.695,0.563,0.563,0.53
0.2,"high","med",0.4,0.737951807228916,0.239,0.771,0.527,0.631526104417671,0.575,0.742,0.681,NA,NA,NA,NA,0.672,0.447,0.585,0.548,0.757,0.6,0.663,0.621,0.636,0.222,0.476,0.365,0.80370774263904,0.268,0.643947100712106,0.45190380761523,0.258,0,0.014,0,0.47239263803681,0.004,0.302083333333333,0.0705645161290323,0.693,0.568,0.674,0.662
0.5,"high","med",0.4,0.743743743743744,0.593,0.843843843843844,0.825,0.392392392392392,0.571,0.423423423423423,0.482,NA,NA,NA,NA,0.736,0.614,0.658,0.627,0.68,0.486,0.584,0.526,0.627,0.611,0.557,0.601,0.889344262295082,0.744,0.810810810810811,0.784,0.445,0,0.081,0.002,0.681771369721936,0.663007683863886,0.720720720720721,0.727683615819209,0.815,0.623,0.734,0.645
0.8,"high","med",0.4,0.608608608608609,0.745,0.639,0.735,0.425425425425425,0.206,0.287,0.172,NA,NA,NA,NA,0.731,0.559,0.661,0.594,0.715,0.429,0.559,0.479,0.69,0.559,0.646,0.594,0.884884884884885,0.876753507014028,0.907,0.893893893893894,0.808,0.121,0.606,0.33,0.824721377912867,0.729499467518637,0.804255319148936,0.786709539121115,0.836,0.737,0.802,0.742
0,"none","high",0,0.678427419354839,0.053392658509455,0.346625766871166,0.13778256189451,0.587285570131181,0.202247191011236,0.39568345323741,0.394793926247288,NA,NA,NA,NA,0.665,0.002,0.181,0.027,0.957,0.948,0.939,0.945,0.943,0.933,0.931,0.934,0.941060903732809,0.926782273603083,0.943074003795066,0.932405566600398,0.026,0,0,0,0.191794871794872,0,0.0202702702702703,0,0.105,0.517,0.177,0.484
0.2,"none","high",0,0.907643312101911,0.913680781758958,0.905084745762712,0.919678714859438,0.744432661717922,0.777258566978193,0.778651685393258,0.774535809018568,NA,NA,NA,NA,0.869,0.551,0.799,0.679,0.688,0.008,0.308,0.079,0.675,0.55,0.649,0.659,0.967157417893545,0.947,0.959514170040486,0.957,0.205,0,0.004,0,0.631633714880333,0.00110864745011086,0.290889132821076,0.052572706935123,0.781,0.648,0.81,0.749
0.5,"none","high",0,0.897253306205493,0.957422324510932,0.937829293993678,0.969331872946331,0.794506612410987,0.883908045977011,0.869198312236287,0.902625820568928,NA,NA,NA,NA,0.879,0.58,0.807,0.697,0.713,0.035,0.376,0.112,0.814,0.58,0.807,0.697,0.963927855711423,0.947,0.953,0.951,0.812,0.057,0.499,0.198,0.916494845360825,0.882675438596491,0.903499469777306,0.900112233445567,0.908,0.877,0.903,0.902
0.8,"none","high",0,0.888329979879276,0.941949616648412,0.930998970133883,0.939011566771819,0.85010060362173,0.907894736842105,0.898043254376931,0.900210084033613,NA,NA,NA,NA,0.887,0.557,0.781,0.703,0.854,0.271,0.655,0.47,0.872,0.557,0.781,0.703,0.945,0.931,0.95,0.941,0.926,0.685,0.885,0.776,0.946446961894954,0.895718990120746,0.941427050053248,0.907508161044614,0.926,0.938,0.925,0.914
0,"none","high",0.2,0.501014198782961,0.421421421421421,0.543323139653415,0.522658610271903,0.308316430020284,0.898,0.538617886178862,0.797392176529589,NA,NA,NA,NA,0.303,0.012,0.163,0.052,0.764,0.444,0.594,0.489,0.691,0.372,0.502,0.43,0.642857142857143,0.006,0.29726996966633,0.066,0.055,0,0,0,0.201030927835052,0,0.021875,0.00101729399796541,0.408,0.294,0.325,0.354
0.2,"none","high",0.2,0.59412955465587,0.340020060180542,0.532795156407669,0.45281124497992,0.394736842105263,0.286286286286286,0.334343434343434,0.292168674698795,NA,NA,NA,NA,0.546,0.021,0.184,0.071,0.823,0.692,0.761,0.723,0.535,0.015,0.155,0.04,0.721025641025641,0.026,0.378378378378378,0.153,0.043,0,0,0,0.253099173553719,0,0.018018018018018,0,0.594,0.081,0.35,0.205
0.5,"none","high",0.2,0.760364004044489,0.901,0.881763527054108,0.896,0.558139534883721,0.577,0.609218436873748,0.58,NA,NA,NA,NA,0.8,0.679,0.709,0.693,0.725,0.381,0.542,0.456,0.72,0.679,0.7,0.693,0.874874874874875,0.469,0.777,0.626,0.517,0,0.1,0.003,0.745077720207254,0.510855683269476,0.684149184149184,0.628158844765343,0.831,0.546,0.72,0.643
0.8,"none","high",0.2,0.783702213279678,0.942,0.894578313253012,0.922922922922923,0.695171026156942,0.76,0.761044176706827,0.776776776776777,NA,NA,NA,NA,0.808,0.579,0.699,0.642,0.762,0.393,0.592,0.477,0.783,0.579,0.699,0.642,0.918,0.843,0.928,0.871,0.815,0.245,0.67,0.47,0.844650205761317,0.814545454545455,0.839686098654709,0.839951865222623,0.878,0.78,0.817,0.78
0,"none","high",0.4,0.590543259557344,0.856,0.832,0.825,0.516096579476861,0.839,0.83,0.913,NA,NA,NA,NA,0.421,0.034,0.226,0.117,0.734,0.416,0.572,0.503,0.673,0.358,0.497,0.432,0.234406438631791,0,0.004,0,0.114,0,0,0,0.318825910931174,0,0.0273003033367037,0,0.51,0.241,0.357,0.342
0.2,"none","high",0.4,0.523570712136409,0.743,0.681362725450902,0.731,0.34136546184739,0.829,0.534534534534535,0.704,NA,NA,NA,NA,0.46,0.043,0.219,0.115,0.768,0.501,0.619,0.557,0.511,0.031,0.214,0.098,0.31031031031031,0,0.025,0.001,0.07,0,0,0,0.202040816326531,0,0.0438871473354232,0,0.462,0.098,0.29,0.171
0.5,"none","high",0.4,0.625625625625626,0.836,0.763,0.798,0.41041041041041,0.46,0.418,0.406,NA,NA,NA,NA,0.735,0.338,0.593,0.451,0.764,0.58,0.66,0.593,0.661,0.338,0.549,0.442,0.596,0.001,0.199199199199199,0.022,0.199,0,0.004,0,0.482051282051282,0.0574712643678161,0.397043294614572,0.1983032873807,0.644,0.178,0.446,0.318
0.8,"none","high",0.4,0.699097291875627,0.931,0.8,0.89,0.525576730190572,0.545,0.549,0.561,NA,NA,NA,NA,0.748,0.654,0.669,0.656,0.731,0.483,0.586,0.508,0.701,0.654,0.662,0.656,0.8,0.23,0.608,0.412,0.673,0.003,0.283,0.052,0.771108850457782,0.888205128205128,0.739487179487179,0.846311475409836,0.805,0.581,0.675,0.642
0,"med","high",0,0.883838383838384,0.915032679738562,0.921508664627931,0.935991605456453,0.531313131313131,0.0806100217864924,0.322120285423038,0.165792235047219,NA,NA,NA,NA,0.385,0,0.048,0.004,0.857,0.619,0.809,0.717,0.851,0.619,0.807,0.717,0.995726495726496,1,1,1,0.001,0,0,0,0.0479666319082377,0,0,0,0.075,0.146,0.384,0.349
0.2,"med","high",0,0.90927624872579,0.958385876418663,0.933911159263272,0.945475638051044,0.610601427115189,0.429113924050633,0.588299024918743,0.490719257540603,NA,NA,NA,NA,0.807,0.411,0.691,0.559,0.458,0,0.102,0.011,0.477,0.378,0.351,0.42,0.996644295302013,0.287958115183246,0.948148148148148,0.596317280453258,0.048,0,0,0,0.439393939393939,0,0.0523627075351213,0.00271370420624152,0.619,0.517,0.713,0.65
0.5,"med","high",0,0.840242669362993,0.830022075055188,0.806016597510373,0.87592788971368,0.674418604651163,0.588950276243094,0.662863070539419,0.660297239915074,NA,NA,NA,NA,0.831,0.424,0.697,0.575,0.624,0.02,0.275,0.083,0.721,0.424,0.692,0.575,0.939457202505219,0.392,0.744,0.6,0.773,0.015,0.378,0.094,0.919062832800852,0.797846889952153,0.882151029748284,0.836854460093897,0.931,0.858,0.91,0.9
0.8,"med","high",0,0.858585858585859,0.84549356223176,0.883910386965377,0.881865284974093,0.805050505050505,0.786480686695279,0.832993890020367,0.842487046632124,NA,NA,NA,NA,0.847,0.474,0.755,0.624,0.79,0.23,0.621,0.446,0.832,0.474,0.755,0.624,0.916916916916917,0.694,0.884,0.84,0.95,0.683,0.9,0.798,0.942946058091286,0.887766554433221,0.91648590021692,0.906181015452539,0.924,0.921,0.946,0.929
0,"med","high",0.2,0.601015228426396,0.888665997993982,0.782564102564103,0.837232960325534,0.271065989847716,0.460381143430291,0.351434426229508,0.51881993896236,NA,NA,NA,NA,0.263,0.017,0.165,0.062,0.796,0.595,0.654,0.595,0.736,0.532,0.604,0.532,0.887205387205387,0.7890625,0.868228404099561,0.83085250338295,0.015,0,0,0,0.115911485774499,0,0.00226500566251416,0,0.339,0.298,0.328,0.315
0.2,"med","high",0.2,0.749748743718593,0.962814070351759,0.824310520939734,0.918616480162767,0.526633165829146,0.519558676028084,0.538304392236976,0.561991869918699,NA,NA,NA,NA,0.601,0.056,0.262,0.113,0.705,0.507,0.603,0.531,0.502,0.028,0.16,0.051,0.952677459526775,0.929789368104313,0.93903743315508,0.9474216380182,0.014,0,0,0,0.197814207650273,0,0.00523560209424084,0,0.582,0.155,0.44,0.276
0.5,"med","high",0.2,0.723618090452261,0.904904904904905,0.771947527749748,0.847695390781563,0.48643216080402,0.231231231231231,0.432896064581231,0.31062124248497,NA,NA,NA,NA,0.757,0.639,0.653,0.638,0.648,0.293,0.438,0.362,0.649,0.639,0.629,0.638,0.923312883435583,0.875,0.919,0.89,0.556,0,0.136,0.008,0.744952178533475,0.658486707566462,0.727647867950481,0.709219858156028,0.867,0.7,0.783,0.741
0.8,"med","high",0.2,0.715715715715716,0.745,0.756294058408862,0.758032128514056,0.608608608608609,0.451,0.614300100704935,0.552208835341365,NA,NA,NA,NA,0.767,0.525,0.67,0.622,0.721,0.394,0.561,0.47,0.738,0.525,0.67,0.622,0.904904904904905,0.83,0.899,0.867,0.864,0.394,0.758,0.611,0.857142857142857,0.756874095513748,0.838942307692308,0.814323607427056,0.881,0.788,0.853,0.828
0,"med","high",0.4,0.526,0.796,0.782782782782783,0.833,0.423,0.638,0.673,0.726,NA,NA,NA,NA,0.403,0.086,0.292,0.154,0.759,0.486,0.623,0.57,0.702,0.431,0.574,0.522,0.648741418764302,0.011,0.300813008130081,0.0773092369477912,0.092,0,0.001,0,0.304033092037229,0,0.0166147455867082,0,0.487,0.317,0.389,0.393
0.2,"med","high",0.4,0.633165829145729,0.903,0.784784784784785,0.882,0.428140703517588,0.7,0.58958958958959,0.677,NA,NA,NA,NA,0.481,0.089,0.278,0.158,0.76,0.567,0.644,0.615,0.538,0.066,0.282,0.141,0.710144927536232,0.033,0.411823647294589,0.15,0.086,0,0,0,0.230443974630021,0,0.0417633410672854,0,0.523,0.166,0.37,0.249
0.5,"med","high",0.4,0.695085255767302,0.887,0.763289869608826,0.836,0.368104312938816,0.281,0.349047141424273,0.283,NA,NA,NA,NA,0.75,0.466,0.609,0.572,0.728,0.549,0.6,0.562,0.655,0.466,0.538,0.557,0.853535353535353,0.405,0.724,0.603,0.287,0,0.012,0,0.535677352637022,0.247765006385696,0.531585220500596,0.431673052362708,0.742,0.317,0.583,0.457
0.8,"med","high",0.4,0.604208416833667,0.742,0.622,0.675,0.424849699398798,0.161,0.368,0.248,NA,NA,NA,NA,0.749,0.589,0.664,0.636,0.694,0.442,0.606,0.519,0.686,0.589,0.661,0.636,0.893,0.801,0.864,0.838,0.774,0.037,0.443,0.206,0.822154471544715,0.848913043478261,0.765911542610572,0.819078947368421,0.847,0.679,0.755,0.718
0,"high","high",0,0.823115577889447,0.799158780231335,0.828920570264766,0.841778697001034,0.444221105527638,0.0704521556256572,0.244399185336049,0.115822130299897,NA,NA,NA,NA,0.269,0,0.014,0.001,0.871,0.492,0.79,0.657,0.86,0.492,0.788,0.657,0.994791666666667,1,1,1,0.001,0,0,0,0.0276595744680851,0,0,0,0.106,0.072,0.369,0.247
0.2,"high","high",0,0.883603238866397,0.888888888888889,0.886993603411514,0.895388076490439,0.604251012145749,0.380660954712362,0.517057569296375,0.452702702702703,NA,NA,NA,NA,0.74,0.324,0.634,0.452,0.381,0,0.067,0.009,0.385,0.257,0.275,0.288,1,0.158450704225352,0.945750452079566,0.552919708029197,0.021,0,0,0,0.332965821389195,0,0.0466321243523316,0,0.565,0.465,0.705,0.582
0.5,"high","high",0,0.795156407669021,0.728869374313941,0.774459320288363,0.760892667375133,0.617558022199798,0.481318681318681,0.633367662203913,0.537725823591923,NA,NA,NA,NA,0.787,0.393,0.674,0.549,0.557,0.01,0.25,0.084,0.659,0.393,0.667,0.549,0.915094339622642,0.209,0.700400801603206,0.437,0.768,0.015,0.356,0.068,0.911637931034483,0.806888068880689,0.865181711606096,0.826809015421115,0.933,0.881,0.909,0.883
0.8,"high","high",0,0.837022132796781,0.81936887921654,0.844102564102564,0.843157894736842,0.76056338028169,0.79107725788901,0.82051282051282,0.806315789473684,NA,NA,NA,NA,0.838,0.484,0.73,0.604,0.81,0.215,0.601,0.416,0.824,0.484,0.73,0.604,0.905905905905906,0.633,0.827,0.748,0.937,0.651,0.876,0.79,0.926305015353122,0.900437636761488,0.90228013029316,0.903190319031903,0.93,0.922,0.926,0.917
0,"high","high",0.2,0.578947368421053,0.778455284552846,0.704196519959058,0.704268292682927,0.273279352226721,0.310975609756098,0.331627430910952,0.355691056910569,NA,NA,NA,NA,0.212,0.023,0.152,0.069,0.812,0.562,0.693,0.611,0.766,0.52,0.639,0.563,0.928429423459245,0.903225806451613,0.916,0.928846153846154,0.009,0,0,0,0.0824524312896406,0,0,0,0.303,0.276,0.325,0.309
0.2,"high","high",0.2,0.765656565656566,0.926977687626775,0.819672131147541,0.875379939209726,0.528282828282828,0.528934010152284,0.5496417604913,0.546192893401015,NA,NA,NA,NA,0.565,0.061,0.259,0.127,0.629,0.42,0.522,0.464,0.429,0.022,0.15,0.046,0.969414893617021,0.916496945010183,0.981351981351981,0.969279661016949,0.012,0,0,0,0.189485213581599,0,0.00681198910081744,0,0.551,0.176,0.467,0.285
0.5,"high","high",0.2,0.69889224572004,0.770541082164329,0.681086519114688,0.713855421686747,0.440080563947633,0.142284569138277,0.367203219315895,0.235943775100402,NA,NA,NA,NA,0.732,0.575,0.625,0.602,0.611,0.246,0.433,0.33,0.606,0.575,0.604,0.602,0.927824267782427,0.639,0.831831831831832,0.787,0.559,0.001,0.168,0.006,0.75796178343949,0.676020408163265,0.729885057471264,0.695568400770713,0.854,0.729,0.792,0.761
0.8,"high","high",0.2,0.706532663316583,0.531,0.693693693693694,0.613841524573721,0.605025125628141,0.343,0.55955955955956,0.457372116349047,NA,NA,NA,NA,0.755,0.504,0.619,0.577,0.722,0.344,0.524,0.474,0.733,0.504,0.617,0.577,0.90990990990991,0.71,0.867,0.783,0.878,0.466,0.759,0.634,0.866248693834901,0.717252396166134,0.831105710814095,0.776847977684798,0.885,0.78,0.826,0.802
0,"high","high",0.4,0.483417085427136,0.617,0.661322645290581,0.674,0.422110552763819,0.454,0.677354709418838,0.62,NA,NA,NA,NA,0.404,0.083,0.325,0.172,0.751,0.577,0.638,0.585,0.703,0.536,0.592,0.532,0.745541022592152,0.0781563126252505,0.484880083420229,0.243434343434343,0.082,0,0,0,0.256544502617801,0,0.0158394931362196,0,0.464,0.373,0.431,0.391
0.2,"high","high",0.4,0.664994984954865,0.807,0.723895582329317,0.809619238476954,0.464393179538616,0.587,0.565261044176707,0.661661661661662,NA,NA,NA,NA,0.512,0.118,0.28,0.17,0.733,0.57,0.666,0.634,0.529,0.047,0.289,0.133,0.829741379310345,0.241,0.660606060606061,0.432432432432432,0.086,0,0,0,0.238648363252376,0,0.0445486518171161,0,0.554,0.203,0.381,0.308
0.5,"high","high",0.4,0.708835341365462,0.747,0.627,0.703,0.410642570281124,0.141,0.254,0.208,NA,NA,NA,NA,0.736,0.519,0.623,0.559,0.708,0.477,0.57,0.515,0.641,0.516,0.534,0.546,0.892494929006085,0.726,0.834,0.781,0.308,0,0.017,0,0.55613850996852,0.366366366366366,0.539119804400978,0.508310249307479,0.749,0.402,0.606,0.491
0.8,"high","high",0.4,0.568,0.508,0.523523523523523,0.497,0.417,0.07,0.304304304304304,0.164,NA,NA,NA,NA,0.746,0.565,0.653,0.6,0.69,0.436,0.565,0.487,0.677,0.565,0.647,0.6,0.889779559118236,0.895791583166333,0.885,0.901,0.782,0.063,0.509,0.227,0.808008213552361,0.81354051054384,0.776103336921421,0.813063063063063,0.829,0.725,0.77,0.706
