"condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","meanEst.pos","ME","RMSE","ME.pos","RMSE.pos","MAD","perc2.5","perc97.5","perc2.5.pos","perc97.5.pos","coverage","coverage.pos","n.ci","consisZero.rate","consisZero.rate.pos","H0.reject.rate","H0.reject.pos.rate","H0.reject.wrongSign.rate","n.p.values","n.validEstimates"
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-0.000305144910148848,0.0255400866219294,-0.000305144910148848,0.0637807559578733,0.0255400866219294,0.0445099595460771,0.0513853181540076,-0.130168158864337,0.120017613611451,0,0.120017613611451,0.966,0.967676767676768,1000,0.966,0.984,0.034,0.016,0.018,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.00038140274042653,0.0288594777397575,0.00038140274042653,0.0724093007862331,0.0288594777397575,0.0511289573407039,0.0573375527390884,-0.145210910215728,0.146284039661126,0,0.146284039661126,0.936,0.937875751503006,1000,0.936,0.969,0.064,0.031,0.033,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.00158632774491912,0.092522741259121,0.00158632774491912,0.241011015527574,0.092522741259121,0.166258193572302,0.183459154773323,-0.506724272455091,0.466823395344209,0,0.466823395344209,0.949,0.941176470588235,1000,0.949,0.97,0.051,0.03,0.021,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.000457591232173818,0.047886718154394,0.000457591232173818,0.12505975619513,0.047886718154394,0.0864505618318958,0.0953158450766141,-0.245346320027084,0.245323882135881,0,0.245323882135881,0.948,0.940239043824701,1000,0.948,0.97,0.052,0.03,0.022,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.rma",0.00212048988458691,0.0946943767688136,0.00212048988458691,0.245451395384739,0.0946943767688136,0.169317428918176,0.18726826365304,-0.507644624898288,0.46495110879252,0,0.46495110879252,0.964,0.962962962962963,1000,0.964,0.981,0.036,0.019,0.017,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.rma",0.00103559594206188,0.0489720159760603,0.00103559594206188,0.126974661729928,0.0489720159760603,0.0880057061790683,0.0969084360100587,-0.25972991005788,0.255012340864927,0,0.255012340864927,0.963,0.962890625,1000,0.963,0.981,0.037,0.019,0.018,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.00962610886549117,0.0813103046487107,-0.00962610886549117,0.224085780902532,0.0813103046487107,0.14060552808119,0.172246718162913,-0.506724272455091,0.377870620113917,0,0.377870620113917,0.953,0.949019607843137,1000,0.953,0.974,0.047,0.026,0.021,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.rma",-0.00832099119935483,0.0842528956848719,-0.00832099119935483,0.229086226103696,0.0842528956848719,0.144576980289326,0.176826782569099,-0.507644624898288,0.38169175001841,0,0.38169175001841,0.965,0.964912280701754,1000,0.965,0.982,0.035,0.018,0.017,1000,1000
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.hack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",-0.007763336037714,0.0225880442919807,-0.007763336037714,0.0696678233729454,0.0225880442919807,0.0477917799240018,0.0529394246216753,-0.136570568417607,0.123710988888578,0,0.123710988888578,0.965,0.979405034324943,1000,0.965,0.991,0.035,0.009,0.026,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-0.00052797446889175,0.0142632713782059,-0.00052797446889175,0.0358899587043782,0.0142632713782059,0.0248527212387802,0.0290545172253035,-0.0710180594734162,0.0673076512123203,0,0.0673076512123203,0.97,0.970530451866405,1000,0.97,0.985,0.03,0.015,0.015,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",-0.00106845694586926,0.0175534446026256,-0.00106845694586926,0.0451966804579045,0.0175534446026256,0.0312880021727124,0.0361753461511206,-0.0889164539385906,0.0909029906313289,0,0.0909029906313289,0.922,0.920948616600791,1000,0.922,0.96,0.078,0.04,0.038,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",-0.0015181289942251,0.0453498596263555,-0.0015181289942251,0.117539580866847,0.0453498596263555,0.0822792711967546,0.0922178482469361,-0.235412673226923,0.248692835059137,0,0.248692835059137,0.961,0.967479674796748,1000,0.961,0.984,0.039,0.016,0.023,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.00113195192193774,0.0242838681948858,-0.00113195192193774,0.0634605119029591,0.0242838681948858,0.044257275962822,0.0496996883117093,-0.127415581181795,0.131764916199199,0,0.131764916199199,0.951,0.957142857142857,1000,0.951,0.979,0.049,0.021,0.028,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.rma",-0.00243373439702018,0.0456007910053497,-0.00243373439702018,0.119317919493303,0.0456007910053497,0.0827512926551451,0.0936353164077195,-0.238171784310368,0.250019117807509,0,0.250019117807509,0.964,0.967280163599182,1000,0.964,0.984,0.036,0.016,0.02,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.rma",-0.00149486500621599,0.0244067617483672,-0.00149486500621599,0.064236955177467,0.0244067617483672,0.0445143990616564,0.0503083885029504,-0.129262746088205,0.131920129547928,0,0.131920129547928,0.958,0.955375253549696,1000,0.958,0.978,0.042,0.022,0.02,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.00637817884042511,0.0404898097801555,-0.00637817884042511,0.109564521138791,0.0404898097801555,0.0704181062702453,0.0873577984007361,-0.235412673226923,0.181946832695095,0,0.181946832695095,0.96,0.965447154471545,1000,0.96,0.983,0.04,0.017,0.023,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.rma",-0.00713097339616962,0.0409035520062002,-0.00713097339616962,0.111419750645007,0.0409035520062002,0.0708898537005317,0.0889380774085701,-0.238171784310368,0.181867443132731,0,0.181867443132731,0.961,0.961145194274029,1000,0.961,0.981,0.039,0.019,0.02,1000,1000
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,6,0
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.hack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,6,0
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.5,NA,6,0
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",-0.309997264806207,0.0533883500030846,-0.309997264806207,0.516250620926651,0.0533883500030846,0.0949513600712392,0.416773964812376,-0.856507638576732,0.188171691903419,0,0.188171691903419,NA,NA,0,NA,NA,NA,NA,NA,0,6
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",-0.272483106499796,0.0438352277984555,-0.272483106499796,0.439137398787791,0.0438352277984555,0.0840624450864591,0.360153562096707,-0.637149369476652,0.178377618833947,0,0.178377618833947,1,1,6,1,1,NA,0,NA,6,6
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",-0.00357387871628486,0.0140332031937008,-0.00357387871628486,0.0399719418039873,0.0140332031937008,0.0270592558323304,0.0316402851036865,-0.0759457141450605,0.0775159934221663,0,0.0775159934221663,0.962,0.989082969432314,1000,0.962,0.995,0.038,0.005,0.033,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-0.00075936409373175,0.00928857628087134,-0.00075936409373175,0.0243322863511806,0.00928857628087134,0.0171128292671591,0.0193365166554744,-0.0475507522775625,0.0474012841771949,0,0.0474012841771949,0.963,0.959830866807611,1000,0.963,0.981,0.037,0.019,0.018,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",-0.00166213170816112,0.0123473147682567,-0.00166213170816112,0.0333434921713792,0.0123473147682567,0.0225648520942696,0.0263567612446746,-0.0690994759023167,0.0628625026692334,0,0.0628625026692334,0.895,0.897216274089936,1000,0.895,0.952,0.105,0.048,0.057,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",-0.000377451936536437,0.0314136638454239,-0.000377451936536437,0.0798403320257741,0.0314136638454239,0.0553750703478607,0.0632047796273842,-0.165873367482665,0.151446524203985,0,0.151446524203985,0.947,0.946745562130177,1000,0.947,0.973,0.053,0.027,0.026,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.000655469792045913,0.0172107355753094,-0.000655469792045913,0.0441746058387506,0.0172107355753094,0.0305697845515015,0.0350769409426647,-0.0907838338745569,0.0864360406454899,0,0.0864360406454899,0.938,0.939024390243902,1000,0.938,0.97,0.062,0.03,0.032,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.rma",-0.000407719643658596,0.0317703353958636,-0.000407719643658596,0.0808513660263393,0.0317703353958636,0.0562419819664105,0.0639483904353858,-0.164675314478253,0.157248379436087,0,0.157248379436087,0.958,0.962301587301587,1000,0.958,0.981,0.042,0.019,0.023,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.rma",-0.000729381714258038,0.017348638984355,-0.000729381714258038,0.0446009295186295,0.017348638984355,0.0307884357808431,0.035426659682968,-0.0906106202354118,0.0865320628134991,0,0.0865320628134991,0.956,0.961770623742455,1000,0.956,0.981,0.044,0.019,0.025,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.00407675652789628,0.027714359254064,-0.00407675652789628,0.07401675271084,0.027714359254064,0.0465875464035435,0.0595054750360244,-0.165873367482665,0.115067933521785,0,0.115067933521785,0.948,0.948717948717949,1000,0.948,0.974,0.052,0.026,0.026,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.rma",-0.00384362780218251,0.0283344272373397,-0.00384362780218251,0.0753728607550224,0.0283344272373397,0.0480342095342574,0.0605124822768619,-0.164675314478253,0.11754912353852,0,0.11754912353852,0.96,0.966269841269841,1000,0.96,0.983,0.04,0.017,0.023,1000,1000
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0862068965517241,NA,58,0
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.hack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0517241379310345,NA,58,0
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.206896551724138,NA,58,0
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.00736004279000101,0.133360148265346,0.00736004279000101,0.354830462599999,0.133360148265346,0.198868149137078,0.259360253740691,-0.910576291929834,0.487484587678505,0,0.487484587678505,NA,NA,0,NA,NA,NA,NA,NA,0,58
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",-0.0205026693609435,0.135660436144594,-0.0205026693609435,0.477906593661836,0.135660436144594,0.196916314392245,0.291823541650132,-1.14844417227627,0.456277708465451,0,0.456277708465451,0.896551724137931,0.871794871794872,58,0.896551724137931,0.913793103448276,NA,0.0862068965517241,NA,58,58
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",-0.00136320867821765,0.0100826446450696,-0.00136320867821765,0.0273543113315503,0.0100826446450696,0.0194109726226722,0.0215284979683568,-0.0511690143098971,0.0537671011814252,0,0.0537671011814252,0.962,0.963203463203463,1000,0.962,0.983,0.038,0.017,0.021,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-2.44936557128075e-05,0.00798135745830491,-2.44936557128075e-05,0.0200178323075949,0.00798135745830491,0.0141592562763674,0.0159872085723226,-0.0394192040174372,0.0410599254645118,0,0.0410599254645118,0.945,0.944444444444444,1000,0.945,0.972,0.055,0.028,0.027,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",-0.000680331728772981,0.0102798198684859,-0.000680331728772981,0.0268720849151254,0.0102798198684859,0.0183497248002538,0.0212399714657449,-0.0548663317022656,0.0507974060113795,0,0.0507974060113795,0.872,0.880566801619433,1000,0.872,0.941,0.128,0.059,0.069,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.000147586222554595,0.0232697805326282,0.000147586222554595,0.0586161121384135,0.0232697805326282,0.0411775879047939,0.0463919748427018,-0.111628368486755,0.108739233260092,0,0.108739233260092,0.959,0.954183266932271,1000,0.959,0.977,0.041,0.023,0.018,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",-3.04645310638384e-05,0.0128602938289012,-3.04645310638384e-05,0.0325584663863539,0.0128602938289012,0.0225802438136783,0.0257510521888661,-0.0638433705213179,0.0650211898488529,0,0.0650211898488529,0.951,0.947470817120623,1000,0.951,0.973,0.049,0.027,0.022,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.rma",-4.10652128904998e-05,0.0233785103196748,-4.10652128904998e-05,0.0590737634049944,0.0233785103196748,0.0413514383917324,0.0467980858522401,-0.112599145926686,0.109964050308319,0,0.109964050308319,0.964,0.960159362549801,1000,0.964,0.98,0.036,0.02,0.016,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.rma",-0.000139308116186938,0.0129277402819258,-0.000139308116186938,0.0327907381525661,0.0129277402819258,0.0226738790067899,0.0259947886800385,-0.063550559988709,0.0628619411841601,0,0.0628619411841601,0.958,0.958984375,1000,0.958,0.979,0.042,0.021,0.021,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.00242526034942982,0.0206969339606438,-0.00242526034942982,0.0545051050076563,0.0206969339606438,0.0350792191379684,0.0438191282707174,-0.111628368486755,0.0879510104321006,0,0.0879510104321006,0.958,0.952191235059761,1000,0.958,0.976,0.042,0.024,0.018,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.rma",-0.0021572025248821,0.0212623730076832,-0.0021572025248821,0.0556562824598306,0.0212623730076832,0.0363022549090884,0.0446819485402485,-0.112599145926686,0.0906982111475855,0,0.0906982111475855,0.964,0.960159362549801,1000,0.964,0.98,0.036,0.02,0.016,1000,1000
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0714285714285714,NA,238,0
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.hack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0630252100840336,NA,238,0
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.285714285714286,NA,238,0
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",-0.111304869644435,0.106576548353662,-0.111304869644435,0.46403472460023,0.106576548353662,0.186287289756338,0.324457966351758,-1.18795797073255,0.509684170008829,0,0.509684170008829,NA,NA,0,NA,NA,NA,NA,NA,0,238
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",-0.106416488654211,0.105452028150776,-0.106416488654211,0.523217789393116,0.105452028150776,0.180802811099306,0.317320544955763,-1.77061519871531,0.479818500014357,0,0.479818500014357,0.932773109243697,0.929133858267717,238,0.932773109243697,0.96218487394958,NA,0.0378151260504202,NA,238,238
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.000184012393746924,0.00897543669480833,0.000184012393746924,0.0227013791351691,0.00897543669480833,0.0166731272826595,0.0177668609958697,-0.0416052961127658,0.0445526668892851,0,0.0445526668892851,0.953,0.962962962962963,1000,0.953,0.982,0.047,0.018,0.029,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.201817093560837,0.201819880988909,0.00181709356083711,0.0646527743819533,0.00181988098890859,0.0646440909465042,0.0513434612749897,0.0712021050895387,0.325017131368289,0.0712021050895387,0.325017131368289,0.963,0.963963963963964,1000,0.166,0.166,0.834,0.834,0,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.201459262373772,0.201492690266611,0.00145926237377199,0.0744258693540277,0.00149269026661116,0.07433330872713,0.0590949278399945,0.0500005761031568,0.353515575254956,0.0500005761031568,0.353515575254956,0.928,0.930792377131394,1000,0.215,0.215,0.785,0.785,0,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.201630253926844,0.229557373577076,0.00163025392684423,0.247231474390416,0.0295573735770761,0.207589153262949,0.187820670369222,-0.287633231018,0.748748448144286,0,0.748748448144286,0.941,0.965432098765432,1000,0.848,0.851,0.152,0.149,0.003,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.201714224245561,0.204839590473044,0.00171422424556054,0.127201945200254,0.00483959047304359,0.121035538372785,0.0976225796036383,-0.0458073761447158,0.478426048825359,0,0.478426048825359,0.934,0.96063829787234,1000,0.663,0.663,0.337,0.337,0,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.rma",0.199492037972968,0.22838744375896,-0.000507962027031541,0.250605681052201,0.0283874437589598,0.209416604157019,0.190762182378203,-0.282776993816587,0.748925444120215,0,0.748925444120215,0.954,0.972568578553616,1000,0.854,0.854,0.146,0.146,0,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.rma",0.200531259466483,0.203801623799373,0.000531259466483446,0.129441462588336,0.00380162379937309,0.122954155720149,0.0998165999979395,-0.0457178967080055,0.486644750517643,0,0.486644750517643,0.943,0.964930924548353,1000,0.64,0.64,0.36,0.36,0,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.172551386360101,0.200478506010333,-0.0274486136398993,0.209244869729007,0.000478506010332565,0.160478254386938,0.158842723966589,-0.287633231018,0.531801481642995,0,0.531801481642995,0.941,0.965432098765432,1000,0.782,0.785,0.218,0.215,0.003,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.rma",0.168458110821952,0.197353516607944,-0.0315418891780477,0.20964291823856,-0.00264648339205633,0.158121029242157,0.159823484414534,-0.282776993816587,0.512736318626089,0,0.512736318626089,0.949,0.966334164588529,1000,0.787,0.787,0.213,0.213,0,1000,1000
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.35632183908046,NA,87,0
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.hack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,87,0
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0229885057471264,NA,87,0
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.186923964716775,0.209018701151765,-0.0130760352832249,0.213560473860137,0.00901870115176479,0.163991325532092,0.15052451491995,-0.242876494115577,0.576646292589145,0,0.576646292589145,NA,NA,0,NA,NA,NA,NA,NA,0,87
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.189864186456789,0.207942719398283,-0.0101358135432107,0.198294716951639,0.0079427193982825,0.159631577514114,0.146192447695542,-0.148812612447991,0.544435878246053,0,0.544435878246053,0.96551724137931,0.972602739726027,87,0.839080459770115,0.839080459770115,NA,0.160919540229885,NA,87,87
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.209093671422804,0.209198208468951,0.00909367142280379,0.100510497500003,0.0091982084689508,0.10028606862173,0.0755362287455562,0.0456563532794824,0.435471383815851,0.0456563532794824,0.435471383815851,0.956,0.959758551307847,1000,0.392,0.392,0.608,0.608,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.199124860667087,0.199124860667087,-0.000875139332913354,0.035528169734198,-0.000875139332913354,0.035528169734198,0.0281185090085151,0.126578900625419,0.271716603138231,0.126578900625419,0.271716603138231,0.95,0.95,1000,0,0,1,1,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.196986582378105,0.196986582378105,-0.00301341762189471,0.0466474956256011,-0.00301341762189471,0.0466474956256011,0.0371272279146869,0.107010186807566,0.290668056769586,0.107010186807566,0.290668056769586,0.9,0.9,1000,0.01,0.01,0.99,0.99,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.189216381858326,0.192343035956761,-0.0107836181416739,0.123274118751518,-0.00765696404323852,0.11655362404255,0.0970880868389434,-0.0411658332936916,0.445887429234845,0,0.445887429234845,0.933,0.955555555555556,1000,0.593,0.593,0.407,0.407,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.193524089383104,0.193565599395955,-0.00647591061689572,0.066800101442247,-0.00643440060404459,0.066669406426465,0.0533230724117931,0.0678373874636412,0.329893026153354,0.0678373874636412,0.329893026153354,0.936,0.939759036144578,1000,0.17,0.17,0.83,0.83,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.rma",0.187939941635013,0.191429330774784,-0.0120600583649873,0.125271109320535,-0.00857066922521639,0.117826262463234,0.0984005871629621,-0.0497222939185196,0.443387521238099,0,0.443387521238099,0.951,0.972340425531915,1000,0.636,0.636,0.364,0.364,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.rma",0.192873663843478,0.192944624590889,-0.00712633615652174,0.0676535606193839,-0.00705537540911054,0.0674322238216577,0.0539328912850487,0.0622080321127752,0.329428564289441,0.0622080321127752,0.329428564289441,0.947,0.950803212851406,1000,0.188,0.188,0.812,0.812,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.169835051587296,0.172961705685732,-0.0301649484127038,0.1019263698231,-0.0270382943142684,0.0936868389305771,0.0772137582552726,-0.0411658332936916,0.329893026153354,0,0.329893026153354,0.938,0.960846560846561,1000,0.493,0.493,0.507,0.507,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.rma",0.168633206384469,0.17212259552424,-0.0313667936155308,0.104463418738957,-0.0278774044757598,0.095408506697716,0.0788208769355658,-0.0497222939185196,0.331632605913455,0,0.331632605913455,0.949,0.970212765957447,1000,0.526,0.526,0.474,0.474,0,1000,1000
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.367724867724868,NA,756,0
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.hack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00396825396825397,NA,756,0
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.100529100529101,NA,756,0
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.143040258362303,0.200441250733262,-0.0569597416376973,0.287852574571284,0.000441250733261585,0.144239424347655,0.177373701163729,-0.751149082639314,0.472489727314778,0,0.472489727314778,NA,NA,0,NA,NA,NA,NA,NA,0,756
