"","condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","ME","RMSE","MAD","perc2.5","perc97.5","coverage","consisZero"
"110",202,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.496886637505471,-0.00311336249452896,0.0588673171290015,0.0436282795920248,0.358863495125795,0.596168137704061,0.944,0.006
"111",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.522382129292346,0.0223821292923455,0.0351006807817474,0.0287090494851852,0.470250596614127,0.574261396005607,0.871,0
"112",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.515496266935665,0.0154962669356647,0.0381346992306178,0.0304959326098658,0.440928874279455,0.580954603485187,0.855,0
"113",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",0.148918416754273,-0.351081583245728,0.499871337345401,0.408850532307295,-0.584423176303379,0.816210085876836,0.703,0.839
"114",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.312783997078973,-0.187216002921026,0.264534593198721,0.217613081777742,-0.0636653056027396,0.659550016716455,0.715,0.455
"115",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",0.14559669253966,-0.35440330746034,0.476325984271947,0.386621513392666,-0.503575203805852,0.667847451730685,0.703,0.855
"116",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"117",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"118",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.527398632422002,0.0273986324220024,0.0526224329971086,0.0346834513997827,0.470373219292714,0.589122171929589,NA,NA
"119",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.526453456236985,0.0264534562369849,0.0402027008116904,0.0329030011469284,0.46826965462331,0.588606459102427,0.692,0
"120",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.522382129292346,0.0223821292923455,0.0351006807817474,0.0287090494851852,0.470250596614127,0.574261396005607,0.871,0
"121",203,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.495546032261119,-0.00445396773888092,0.0447925814855222,0.0348806826614459,0.397484415555175,0.566599575141799,0.945,0
"122",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.523078542111251,0.0230785421112506,0.0311323699757276,0.0257143466385134,0.48393396637326,0.562567038656407,0.794,0
"123",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.515719024360507,0.0157190243605072,0.0362471162415231,0.0297056529937955,0.440855649565338,0.574508473509625,0.734,0
"124",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",0.203259316200401,-0.296740683799599,0.404628992641119,0.330072497558837,-0.372749372576622,0.707856423977767,0.679,0.76
"125",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.339197548336642,-0.160802451663358,0.217437966109782,0.178438063640593,0.0389203610936501,0.612376754858205,0.684,0.217
"126",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",0.204179237242371,-0.295820762757629,0.388297212194444,0.313531990325311,-0.308155543160687,0.612376754858205,0.68,0.771
"127",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"128",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"129",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.527257896561482,0.027257896561482,0.0489084130761801,0.0312658412541077,0.486272148477794,0.5726428142412,NA,NA
"130",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.526214133485022,0.0262141334850223,0.034700732258108,0.0288168055886532,0.483805171781176,0.572137006697224,0.611,0
"131",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.523078542111251,0.0230785421112506,0.0311323699757276,0.0257143466385134,0.48393396637326,0.562567038656407,0.794,0
"132",204,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.498237038448072,-0.00176296155192838,0.0324542357213216,0.0256142183033031,0.425486579563835,0.557014260015061,0.955,0
"133",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.798518925099806,-0.00148107490019447,0.0700080821650461,0.0557078668861427,0.663953471127889,0.942115047190621,0.917,0
"134",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.793002360540498,-0.00699763945950222,0.0730160179511511,0.0577969472426477,0.648270529707561,0.940917116634487,0.905,0
"135",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",0.0518012098412079,-0.748198790158792,1.33350045109864,1.01166229581916,-2.46758644682759,1.98266772721414,0.875,0.907
"136",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.406725183194416,-0.393274816805584,0.684662577037945,0.525284278351709,-0.832636741607546,1.40588470904088,0.872,0.78
"137",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",0.0764179599233157,-0.723582040076684,1.22629285212973,0.945441572826933,-1.87072553248289,1.81523633088336,0.875,0.93
"138",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"139",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"140",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.456414517881045,-0.343585482118955,0.517014841615305,0.367536890409423,3.00648950180005e-09,0.906047353253483,NA,NA
"141",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.796078853939676,-0.00392114606032385,0.0766063502048911,0.0610633862565006,0.6441471925328,0.945064699288232,0.853,0
"142",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.798518925099806,-0.00148107490019447,0.0700080821650461,0.0557078668861427,0.663953471127889,0.942115047190621,0.917,0
"143",205,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.796075391382708,-0.00392460861729159,0.0739901181830419,0.0585996643527603,0.643253164544775,0.94304151002215,0.908,0
"144",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.800232917101893,0.000232917101893287,0.0409874738298834,0.0325935149498298,0.721057610571134,0.881022976883938,0.935,0
"145",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.787417109620714,-0.0125828903792863,0.0495442666026851,0.0390930625818544,0.687984349398295,0.880570227570973,0.883,0
"146",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",0.224256087718496,-0.575743912281504,0.817745887953098,0.658662513655134,-0.944788356318061,1.30948294600892,0.723,0.81
"147",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.483238963451383,-0.316761036548617,0.437193112709882,0.356828857931428,-0.125167381019026,1.04467816261559,0.698,0.461
"148",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",0.232989581808175,-0.567010418191825,0.758403673985877,0.612862630179631,-0.801713810389622,1.08195360919965,0.723,0.835
"149",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"150",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"151",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.729413173138342,-0.0705868268616582,0.239473778394321,0.0997778657398173,3.16571059671977e-05,0.878767150504833,NA,NA
"152",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.798716061360354,-0.00128393863964643,0.0446272533161488,0.0354552272013787,0.712001699272048,0.883874456734277,0.849,0
"153",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.800232917101893,0.000232917101893287,0.0409874738298834,0.0325935149498298,0.721057610571134,0.881022976883938,0.935,0
"154",206,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.799533307398255,-0.000466692601744762,0.0430076766025602,0.0341619190381013,0.718983831897509,0.883074755889297,0.932,0
"155",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.799735122463299,-0.000264877536701239,0.0286517253447094,0.0226405154791256,0.744789081885179,0.859599098349739,0.939,0
"156",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.780115405191136,-0.0198845948088641,0.0444596077803059,0.034987677496995,0.697635160051706,0.854953245288453,0.81,0
"157",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",0.276287461816496,-0.523712538183504,0.654945832477991,0.548955943685028,-0.572882140683878,0.984360499055476,0.601,0.736
"158",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.504323814859386,-0.295676185140614,0.358595765219914,0.305670543725965,0.0754761764590265,0.874829444743446,0.562,0.212
"159",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",0.289106281660151,-0.51089371833985,0.627025310964463,0.520891048907637,-0.457970841949292,0.874829444743446,0.6,0.751
"160",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"161",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"162",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.787495189487323,-0.0125048105126774,0.121142921893915,0.0361137245781775,0.734021145569202,0.864337697503973,NA,NA
"163",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.798687592918435,-0.00131240708156484,0.0314002606421098,0.0248542125748009,0.738909439311554,0.863382056770277,0.838,0
"164",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.799735122463299,-0.000264877536701239,0.0286517253447094,0.0226405154791256,0.744789081885179,0.859599098349739,0.939,0
"165",207,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.799532671706997,-0.000467328293002923,0.029648734038245,0.0234697981022952,0.742988736667443,0.86127180354799,0.937,0
"166",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.800812808304638,0.000812808304638045,0.0221994767072794,0.0177959924979586,0.757946681605199,0.844265383250212,0.948,0
"167",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.776156715214322,-0.0238432847856779,0.0440988834707151,0.0347282291593995,0.700432754538134,0.840873164762854,0.682,0
"168",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",0.285552812712527,-0.514447187287473,0.585339964813202,0.519328785960309,-0.266250190797653,0.798057466662654,0.415,0.681
"169",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.505894751294292,-0.294105248705708,0.328201680420918,0.295711702254245,0.220539581384656,0.780460388950419,0.364,0.049
"170",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",0.311922683737411,-0.488077316262589,0.568905663900217,0.489683769811126,-0.255724312252283,0.780460388950419,0.398,0.686
"171",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"172",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"173",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.795650867715855,-0.00434913228414519,0.0773975927142805,0.0232770172323327,0.751616225749728,0.845100005901974,NA,NA
"174",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.799501294384175,-0.000498705615824684,0.0243394350189394,0.0194741592105675,0.752939652300049,0.847061446889645,0.852,0
"175",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.800812808304638,0.000812808304638045,0.0221994767072794,0.0177959924979586,0.757946681605199,0.844265383250212,0.948,0
"176",208,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",0.8010372784218,0.0010372784218001,0.0229560024701417,0.0184929292385608,0.756589316742125,0.847072217301466,0.949,0
"177",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.185856860068382,0.185856860068382,0.192422080821844,0.185856860068382,0.0853463846843737,0.284462264079799,0.233,0.233
"178",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.160746616835863,0.160746616835863,0.170895068701084,0.160789192988864,0.0583594605178938,0.283833381752119,0.367,0.367
"179",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",-0.462032658692808,-0.462032658692808,1.09219448336124,0.785462837600948,-2.63271911981889,1.29927473846349,0.92,0.92
"180",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",-0.148360149332561,-0.148360149332561,0.523371059094243,0.375611044868615,-1.25529303737561,0.760052949078136,0.929,0.929
"181",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",-0.38677121875612,-0.38677121875612,0.939208882772944,0.700389140957064,-2.40191531660342,1.24603828067371,0.94,0.94
"182",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"183",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"184",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.192353979724291,0.192353979724291,0.238972481654215,0.219432292576271,-0.177717871973925,0.374835565019102,NA,NA
"185",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.201324645869785,0.201324645869785,0.231258333832119,0.214167974617081,-0.0901855890448227,0.371718477194617,0.468,0.468
"186",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.184742173364356,0.184742173364356,0.191451042081783,0.184742173364356,0.0853463846843737,0.284462264079799,0.242,0.242
"187",209,10,"k = 10",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",-0.0204894519698716,-0.0204894519698716,0.121548715549034,0.0962712469106289,-0.250414563968901,0.213090592568514,NA,NA
"188",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.180456684057197,0.180456684057197,0.182926937640508,0.180456684057197,0.123076564430751,0.239280679784179,0,0
"189",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.137675122093209,0.137675122093209,0.141625767613572,0.137675122093209,0.0797156552378866,0.220122003994097,0.055,0.055
"190",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",-0.293741904728827,-0.293741904728827,0.577403258831159,0.431563733717735,-1.42164938219043,0.529087600847707,0.873,0.873
"191",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",-0.0711868843804233,-0.0711868843804233,0.262696932944427,0.197631516829213,-0.659556162417789,0.350600255349943,0.923,0.923
"192",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",-0.218470247510073,-0.218470247510073,0.441528557871777,0.352522240574618,-0.988516472926205,0.496129067461857,0.934,0.934
"193",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"194",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"195",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.208800096543174,0.208800096543174,0.218633676378592,0.211184126678687,0.086671258490232,0.303003303591842,NA,NA
"196",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.207674080031676,0.207674080031676,0.214707928905449,0.207756191291853,0.0886871111679242,0.300281192676221,0.119,0.119
"197",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.179309138254548,0.179309138254548,0.181815770660083,0.179309138254548,0.12284210771678,0.239110913702068,0,0
"198",210,30,"k = 30",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",-0.0410273787570741,-0.0410273787570741,0.0832690609477271,0.0670562132203734,-0.17863961774486,0.105841228830868,0.899,0.899
"199",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.183442642319811,0.183442642319811,0.184649516929611,0.183442642319811,0.14283538785856,0.225219683249076,0,0
"200",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.133716816561701,0.133716816561701,0.135416707529166,0.133716816561701,0.0937514902045228,0.177657608590766,0.001,0.001
"201",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",-0.250865052586643,-0.250865052586643,0.410802167399936,0.323821927146903,-0.932938023094383,0.336153002229624,0.84,0.84
"202",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",-0.0527705824935743,-0.0527705824935743,0.172470895529712,0.134079324199678,-0.403994317228496,0.256080181433574,0.928,0.928
"203",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",-0.183901080876196,-0.183901080876196,0.303759057426848,0.254890353689076,-0.63619367049517,0.320239131524937,0.939,0.939
"204",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"205",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"206",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.21922370608947,0.21922370608947,0.222196186242388,0.21922370608947,0.143147454530946,0.283266378570509,NA,NA
"207",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.215311018660312,0.215311018660312,0.218338313517182,0.215311018660312,0.136556891788203,0.277678964910541,0.007,0.007
"208",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.182395463050696,0.182395463050696,0.183627427716909,0.182395463050696,0.141401320934223,0.224834044134657,0,0
"209",211,60,"k = 60",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",-0.041991151380853,-0.041991151380853,0.0645702842858825,0.0530525004725727,-0.134412296968266,0.0606632676702951,0.885,0.885
"210",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.183246584559478,0.183246584559478,0.183966401139551,0.183246584559478,0.149486388414173,0.214094278023633,0,0
"211",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.130952748818169,0.130952748818169,0.131835553643802,0.130952748818169,0.101527075955796,0.16003358045548,0,0
"212",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",-0.242046726599661,-0.242046726599661,0.344912235123138,0.273575418275036,-0.791411375746139,0.17595167425136,0.787,0.787
"213",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",-0.0496527046710165,-0.0496527046710165,0.133741231073461,0.102905550718544,-0.312142989033863,0.172762820652368,0.909,0.909
"214",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",-0.165518103052799,-0.165518103052799,0.23180936328937,0.196828367034941,-0.454858884607165,0.17595167425136,0.92,0.92
"215",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"216",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"217",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve",0.220209098711092,0.220209098711092,0.221975224395448,0.220209098711092,0.162033031150656,0.27310994189082,NA,NA
"218",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","puniform",0.215883581266678,0.215883581266678,0.217627846906298,0.215883581266678,0.157740396335338,0.265863336213301,0,0
"219",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","topN.fixed",0.182172715949313,0.182172715949313,0.182907590206268,0.182172715949313,0.148711920663199,0.212768749636435,0,0
"220",212,100,"k = 100",0,"delta = 0","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","3PSM",-0.0441119586858749,-0.0441119586858749,0.0590641507934469,0.0488924691128537,-0.120377860071251,0.030112680462062,0.805,0.805
"221",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","reMA",0.300084996775675,0.100084996775675,0.11418653829489,0.101215476191144,0.203398153658225,0.416639780807925,0.59,0.005
"222",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","TF",0.28608872363706,0.0860887236370604,0.110968716344787,0.0946888707160561,0.148488109627531,0.417443534804104,0.622,0.028
"223",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PET.lm",-0.274712925172286,-0.474712925172286,1.03903222454064,0.750718509814443,-2.34655123728189,1.16834863723539,0.904,0.919
"224",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PEESE.lm",0.0016964963431267,-0.198303503656873,0.510307550229119,0.369801412333199,-1.03157769267373,0.768097581204346,0.916,0.913
"225",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","PETPEESE.lm",-0.21938440928838,-0.41938440928838,0.892652843937271,0.67983426375246,-1.91945793216546,1.13563651394897,0.9,0.944
"226",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"227",213,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0.6,"selProp = 0.6",0.2,"tau = 0.2","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
