"condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","ME","RMSE","MAD","perc2.5","perc97.5","coverage","consisZero"
78,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
78,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve",0.785414184497283,-0.0145858155027173,0.0499487444946313,0.0396740944567323,0.692241564775794,0.87362900051664,NA,NA
78,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.77892550944884,-0.0210744905511599,0.0513836466956587,0.0407864479454966,0.687038248707599,0.867298455699382,0.917,0
78,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.799057863455216,-0.000942136544783879,0.0428002889453327,0.0340358477824391,0.71552315582952,0.879019320893117,0.954,0
78,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","betaSM",-1.79351194005897,-2.59351194005897,11.3098610448236,2.62751818356393,-37.3038439520099,0.897464409128088,NA,NA
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.813769062219423,0.0137690622194228,0.0284844497158199,0.022814768192454,0.765569164752071,0.863104739570345,0.936,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","TF",0.782406401793132,-0.0175935982068677,0.0387637839969556,0.0314125256211483,0.7166900229583,0.846862126985534,0.841,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",0.693189676323493,-0.106810323676507,0.132542870131538,0.112105932954594,0.524157724723107,0.844765884607026,0.673,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.748817612279149,-0.0511823877208506,0.0664815168241172,0.0560613995417289,0.663945302006823,0.832530252980468,0.739,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",0.748817612279149,-0.0511823877208506,0.0664815168241172,0.0560613995417289,0.663945302006823,0.832530252980468,0.739,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve",0.78437108739597,-0.01562891260403,0.0361480371298857,0.0289303293006651,0.721045414467406,0.845781703377546,NA,NA
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.777767727505746,-0.0222322724942542,0.0389059890873181,0.031178455266581,0.714512100595205,0.836650251127604,0.887,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.798373299420875,-0.00162670057912462,0.0284429138916997,0.02283489770447,0.74130365595809,0.853903820773932,0.953,0
79,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","betaSM",-0.093888998159136,-0.893888998159136,4.70303049155712,0.914798275186133,-14.469980028938,0.86340196621019,NA,NA
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.811556166845431,0.0115561668454309,0.0219184729162217,0.0176105752093975,0.775688638387742,0.846970255950071,0.927,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","TF",0.779199137295622,-0.0208008627043783,0.0342880261979442,0.0278719497949337,0.725697124675853,0.835384350827691,0.764,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",0.698430936867145,-0.101569063132855,0.117906219304906,0.103158473349585,0.566384577857323,0.809644621266109,0.576,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.749550798673028,-0.050449201326972,0.0600749359425859,0.051945908707409,0.682184791583498,0.812284796557713,0.62,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",0.749550798673028,-0.050449201326972,0.0600749359425859,0.051945908707409,0.682184791583498,0.812284796557713,0.62,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","pcurve",0.782208040533617,-0.0177919594663833,0.0305683896349346,0.0247146178536398,0.733693521571633,0.827199721876401,NA,NA
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.775891306698917,-0.0241086933010832,0.0340759433584572,0.0279039671448973,0.72864578968277,0.820580609075196,0.842,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.797111295278255,-0.00288870472174514,0.021509515933581,0.0171763080054179,0.754855604025842,0.837435487644487,0.962,0
80,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.11778909378618,-0.68221090621382,3.9365813935048,0.697996514465358,-10.0936587840569,0.847018746091944,NA,NA
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.285469185739904,0.285469185739904,0.291463180270948,0.285469185739904,0.181319454035314,0.424035146591379,0.059,0.059
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.219022991578277,0.219022991578277,0.226105380260889,0.219022991578277,0.110965291031069,0.332942710077474,0.328,0.328
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",-0.342809616501134,-0.342809616501134,0.44953884546107,0.36571004613063,-0.941139865862956,0.13470744759249,0.789,0.789
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",-0.0259406769745765,-0.0259406769745765,0.142135697447603,0.107630265562733,-0.334472647922629,0.195201848952278,0.968,0.968
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",-0.242545400782141,-0.242545400782141,0.334890477193974,0.265701655663133,-0.743796176008081,0.140321426804262,0.979,0.979
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.319708821175585,-0.319708821175585,0.529113896917241,0.390136078192469,-1.18782992434274,0.290846493649431,NA,NA
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",-0.276493199026296,-0.276493199026296,0.52585601539063,0.345912126165128,-1.45996900042012,0.270676956056518,0.932,0.932
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",-0.0689106457018736,-0.0689106457018736,0.105027152414972,0.086134254976994,-0.216332036583896,0.0973372679129523,NA,NA
81,10,"k = 10",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.931006512387979,0.931006512387979,1.01731396351909,0.95086681561449,0.0591615758121385,1.47227288337862,NA,NA
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.28232322142867,0.28232322142867,0.284288419949105,0.28232322142867,0.221031796816049,0.356576608791844,0,0
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.21362057031057,0.21362057031057,0.216428251462766,0.21362057031057,0.145175228209127,0.284684048078768,0.003,0.003
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",-0.2599270102713,-0.2599270102713,0.299606543704601,0.261842489517035,-0.5757849735051,-0.00640315490455383,0.581,0.581
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.0117879226801524,0.0117879226801524,0.070461812151684,0.0559260844675639,-0.129433804791445,0.137010897647443,0.956,0.956
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",-0.113852244901823,-0.113852244901823,0.153052546063262,0.121542720088006,-0.317631505459368,0.0463343970067477,0.989,0.989
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.292575912841935,-0.292575912841935,0.415032956371154,0.308512140048455,-1.06083055693572,0.103666250986156,NA,NA
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",-0.22358419460164,-0.22358419460164,0.31377684732811,0.239763914533565,-0.738782958342119,0.106249260402667,0.817,0.817
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",-0.0616124449315781,-0.0616124449315781,0.0743006846076529,0.0640013971241088,-0.143919447210296,0.0172320216772427,NA,NA
82,30,"k = 30",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.952758496877644,0.952758496877644,0.967735347446678,0.952758496877644,0.627080336611248,1.25398251306387,NA,NA
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.279744080791453,0.279744080791453,0.280636306766935,0.279744080791453,0.238245677032875,0.325427839815293,0,0
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.21008176923333,0.21008176923333,0.211342423231073,0.21008176923333,0.166843093378745,0.25402388416352,0,0
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",-0.254194898975405,-0.254194898975405,0.272851619495537,0.254196916519055,-0.473542654595363,-0.0789248649166166,0.257,0.257
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.0114178387564972,0.0114178387564972,0.0461844923856332,0.0375649914687389,-0.0792449053077843,0.0949546765552351,0.96,0.96
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",-0.0391601221938357,-0.0391601221938357,0.0830996508083543,0.059753028937041,-0.197481553313041,0.0624721965521963,0.988,0.988
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.259635359621229,-0.259635359621229,0.333567098691996,0.263552498633685,-0.831080982518351,0.0268315908592868,NA,NA
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",-0.207947166226668,-0.207947166226668,0.253663519582267,0.211871441609996,-0.528675641828482,0.0263868528438183,0.664,0.664
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",-0.0615298183193291,-0.0615298183193291,0.0677981763225812,0.0618831269917652,-0.11474197844378,-0.00526468361731034,NA,NA
83,60,"k = 60",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.958508907077646,0.958508907077646,0.964663487846983,0.958508907077646,0.745199688630676,1.16165758798394,NA,NA
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.278817880980207,0.278817880980207,0.279349652110882,0.278817880980207,0.247714748679059,0.314200237629675,0,0
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.210743417530619,0.210743417530619,0.211509782734323,0.210743417530619,0.175142657175038,0.243814478322662,0,0
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",-0.239398702944769,-0.239398702944769,0.251116332565755,0.239398702944769,-0.395520446854837,-0.104322562890052,0.104,0.104
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.0179907218470305,0.0179907218470305,0.0388002284932493,0.0312897524356636,-0.050676827323115,0.0832347974029211,0.936,0.936
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",-0.0014041234184742,-0.0014041234184742,0.0503604105582431,0.0365612510795773,-0.137428426959722,0.065733107706929,0.969,0.969
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.268016766417762,-0.268016766417762,0.328186456050534,0.268592578091725,-0.811124336125541,-0.0201015411760132,NA,NA
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",-0.214196888741597,-0.214196888741597,0.243349907051525,0.214755474901094,-0.467839487365253,-0.01555348320162,0.452,0.452
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",-0.0611350900443231,-0.0611350900443231,0.0645894784287112,0.0611428063732853,-0.101084188585021,-0.0229082621355856,NA,NA
84,100,"k = 100",0,"delta = 0","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.9525679211743,0.9525679211743,0.956337620063382,0.9525679211743,0.794228435051062,1.10933557189961,0.001,0.001
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.363247037079558,0.163247037079558,0.17266438964944,0.163252402734272,0.260080123290351,0.480052030298175,0.271,0
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.309853976297606,0.109853976297606,0.123310669154992,0.11052937101844,0.209561838370878,0.434047378805056,0.625,0.005
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",-0.0243178072123928,-0.224317807212393,0.293662865157846,0.241972794863892,-0.466031727427717,0.316434202545776,0.791,0.95
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.175312817285893,-0.0246871827141074,0.0970911523400788,0.0714197676546168,-0.0298184984816189,0.348278559469036,0.957,0.536
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",-0.0112792152658115,-0.211279215265812,0.276590921731215,0.230789544027752,-0.393027880621353,0.32022492796923,0.796,0.975
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.0721773599026177,-0.272177359902618,0.426330085349121,0.298341575365797,-0.897107032361775,0.339096179186637,NA,NA
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",-0.0371436495228211,-0.237143649522821,0.383873865487689,0.261760350841109,-0.819877971639617,0.324733532901318,0.847,0.933
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.102555348508187,-0.0974446514918128,0.149236748516848,0.122535581765268,-0.11358691211754,0.322314275771915,NA,NA
85,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.12642452429215,-0.0735754757078503,3.24114561939175,0.692486280234831,-1.59826802105378,1.28912004043519,NA,NA
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.354460277856927,0.154460277856927,0.157561791586128,0.154460277856927,0.296376081559999,0.416652825878474,0.001,0
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.299928255598207,0.0999282555982072,0.103938363743016,0.0999282555982072,0.245832944691958,0.357594319613638,0.216,0
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",0.00565722058058577,-0.194342779419414,0.215904216184667,0.195007168019611,-0.202330527474071,0.180341587858282,0.462,0.968
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.184764104573154,-0.0152358954268458,0.0478340423087916,0.0377350376500903,0.0859602267902455,0.26876206477287,0.972,0.085
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",0.0108927447152915,-0.189107255284709,0.211695764491603,0.191897518557244,-0.181698441654746,0.20928091474777,0.468,0.974
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.0204041821789975,-0.220404182178998,0.29176436331077,0.223655019655035,-0.577498448227459,0.233232862054386,NA,NA
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.00191062269324909,-0.198089377306751,0.243073561576812,0.200912686491677,-0.354032738757,0.227904361599504,0.606,0.932
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.0939726451503922,-0.106027354849608,0.121745879109833,0.107801808195762,-0.0252164056008616,0.213909119000695,NA,NA
86,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.315827746209643,0.115827746209643,0.509071885519144,0.242620682339051,-0.0318610121538587,0.8749398902194,NA,NA
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.352044715592885,0.152044715592885,0.153437355657954,0.152044715592885,0.313379357774735,0.392970722682945,0,0
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.299470973784983,0.0994709737849831,0.101392977719344,0.0994709737849831,0.261424598124027,0.337842652268845,0.011,0
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",0.0162490565129026,-0.183750943487097,0.194831657529141,0.183763569973651,-0.130223819925348,0.128202946051615,0.175,0.937
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.188091032765038,-0.0119089672349621,0.033427350277351,0.0256060112219041,0.118390525929923,0.247132165347216,0.959,0.004
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",0.0264613943984394,-0.173538605601561,0.187778879993509,0.176831407592386,-0.108280355028721,0.232844335753804,0.187,0.94
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.00672050780339808,-0.206720507803398,0.245589725936293,0.207020569351704,-0.268392528963219,0.169777570113333,NA,NA
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.00808611249263585,-0.191913887507364,0.214469800640194,0.192220995432334,-0.202360208978747,0.170516264817412,0.302,0.94
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.0998391889123035,-0.100160811087696,0.109103101244494,0.100453334522222,0.0213591508263669,0.18703886186566,NA,NA
87,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.27519166397045,0.0751916639704497,0.252164537430228,0.176226702977494,0.0336917663986896,0.785810455379646,NA,NA
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.350680356099921,0.150680356099921,0.151539849193119,0.150680356099921,0.320672644853228,0.383540680929693,0,0
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.29891518639485,0.0989151863948501,0.100074375232097,0.0989151863948501,0.270152582271196,0.329347959503173,0,0
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",0.0195098260362453,-0.180490173963755,0.186969094065797,0.180490173963755,-0.0806314417309613,0.106473991197801,0.027,0.928
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.189521012937108,-0.0104789870628916,0.026064060999198,0.0204529466603838,0.142409431249336,0.232648630217444,0.949,0
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",0.0298048647577729,-0.170195135242227,0.182650946258427,0.173364867560791,-0.0764524524674857,0.228621657926928,0.071,0.928
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",-0.00310856363615404,-0.203108563636154,0.223002773711508,0.203161478187363,-0.179931335517893,0.141005091465124,NA,NA
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.00478192037975191,-0.195218079620248,0.209681703878031,0.195227827145428,-0.158046200024081,0.138056047303833,0.104,0.935
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.0990776681753679,-0.100922331824632,0.106515331373744,0.100937070599151,0.0340900685401217,0.166604652186776,0.168,0.188
88,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",0.227119964081604,0.0271199640816042,0.210566353331896,0.145930824717908,0.0489640556049516,0.735542838082908,NA,NA
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","reMA",0.564360489393088,0.0643604893930879,0.0865928272627895,0.0706211977324542,0.458990268966046,0.686041848368296,0.885,0
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","TF",0.52694667474375,0.0269466747437497,0.0730833941454746,0.0566976363902396,0.401189649391724,0.668451906612252,0.923,0
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PET.lm",0.290637691206026,-0.209362308793974,0.289679076442328,0.235243190425948,-0.117770830035561,0.662757467346138,0.759,0.587
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PEESE.lm",0.432283654461408,-0.0677163455385922,0.122159228834894,0.0971626258556817,0.237338908649894,0.634162543770649,0.844,0.05
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","PETPEESE.lm",0.315956877536291,-0.184043122463709,0.277329309419864,0.211289545120165,-0.113873164691292,0.636815029434291,0.777,0.588
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","pcurve",0.396451987276926,-0.103548012723074,0.19516539511727,0.129159788683133,0.0147039798054774,0.606839741863735,NA,NA
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","puniform",0.396959030968644,-0.103040969031356,0.172412192752748,0.124349283084172,0.03847256896775,0.599562385457102,0.866,0.331
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","3PSM",0.470612092289417,-0.029387907710583,0.0922463588495113,0.0678803812408979,0.256659256847589,0.615074730506856,0.955,0.045
89,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0.6,"selProp = 0.6",0,"tau = 0","betaSM",-0.495682262875219,-0.995682262875219,7.67467002776927,1.17877212847825,-3.78809805372998,0.922052579844672,NA,NA
