"condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","ME","RMSE","MAD","perc2.5","perc97.5","coverage","consisZero"
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-0.000305144910148848,-0.000305144910148848,0.0637807559578733,0.0513853181540076,-0.130168158864337,0.120017613611451,0.966,0.966
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.00038140274042653,0.00038140274042653,0.0724093007862331,0.0573375527390884,-0.145210910215728,0.146284039661126,0.936,0.936
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.00158632774491912,0.00158632774491912,0.241011015527574,0.183459154773323,-0.506724272455091,0.466823395344209,0.949,0.949
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.000457591232173818,0.000457591232173818,0.12505975619513,0.0953158450766141,-0.245346320027084,0.245323882135881,0.948,0.948
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.00130988434413514,0.00130988434413514,0.21613980983557,0.170538254431274,-0.419112118523815,0.408174874507889,0.965,0.965
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",-0.007763336037714,-0.007763336037714,0.0696678233729454,0.0529394246216753,-0.136570568417607,0.123710988888578,0.965,0.965
1,10,"k = 10",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.15673157182891,0.15673157182891,3.26679490234338,2.6580256416925,-5.06282105927079,6.6868268710831,NA,NA
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-0.00052797446889175,-0.00052797446889175,0.0358899587043782,0.0290545172253035,-0.0710180594734162,0.0673076512123203,0.97,0.97
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",-0.00106845694586926,-0.00106845694586926,0.0451966804579045,0.0361753461511206,-0.0889164539385906,0.0909029906313289,0.922,0.922
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",-0.0015181289942251,-0.0015181289942251,0.117539580866847,0.0922178482469361,-0.235412673226923,0.248692835059137,0.961,0.961
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.00113195192193774,-0.00113195192193774,0.0634605119029591,0.0496996883117093,-0.127415581181795,0.131764916199199,0.951,0.951
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.000758078591817028,-0.000758078591817028,0.107879433251928,0.0869757160762125,-0.209496852182519,0.211708967306434,0.972,0.972
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",-0.309997264806207,-0.309997264806207,0.516250620926651,0.416773964812376,-0.856507638576732,0.188171691903419,NA,NA
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",-0.272483106499796,-0.272483106499796,0.439137398787791,0.360153562096707,-0.637149369476652,0.178377618833947,1,1
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",-0.00357387871628486,-0.00357387871628486,0.0399719418039873,0.0316402851036865,-0.0759457141450605,0.0775159934221663,0.962,0.962
2,30,"k = 30",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.149730639847972,0.149730639847972,2.20362259260831,1.78391262983796,-3.7316605612817,4.42279800687631,NA,NA
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-0.00075936409373175,-0.00075936409373175,0.0243322863511806,0.0193365166554744,-0.0475507522775625,0.0474012841771949,0.963,0.963
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",-0.00166213170816112,-0.00166213170816112,0.0333434921713792,0.0263567612446746,-0.0690994759023167,0.0628625026692334,0.895,0.895
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",-0.000377451936536437,-0.000377451936536437,0.0798403320257741,0.0632047796273842,-0.165873367482665,0.151446524203985,0.947,0.947
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.000655469792045913,-0.000655469792045913,0.0441746058387506,0.0350769409426647,-0.0907838338745569,0.0864360406454899,0.938,0.938
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.000366605819093097,-0.000366605819093097,0.071915555573221,0.0588787024015547,-0.142217259418565,0.132724054292202,0.956,0.956
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.00736004279000101,0.00736004279000101,0.354830462599999,0.259360253740691,-0.910576291929834,0.487484587678505,NA,NA
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",-0.0205026693609435,-0.0205026693609435,0.477906593661836,0.291823541650132,-1.14844417227627,0.456277708465451,0.896551724137931,0.896551724137931
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",-0.00136320867821765,-0.00136320867821765,0.0273543113315503,0.0215284979683568,-0.0511690143098971,0.0537671011814252,0.962,0.962
3,60,"k = 60",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.15513784140567,0.15513784140567,1.73777701460295,1.37138668628447,-2.99060548573939,3.83109439077399,NA,NA
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",-2.44936557128075e-05,-2.44936557128075e-05,0.0200178323075949,0.0159872085723226,-0.0394192040174372,0.0410599254645118,0.945,0.945
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",-0.000680331728772981,-0.000680331728772981,0.0268720849151254,0.0212399714657449,-0.0548663317022656,0.0507974060113795,0.872,0.872
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.000147586222554595,0.000147586222554595,0.0586161121384135,0.0463919748427018,-0.111628368486755,0.108739233260092,0.959,0.959
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",-3.04645310638384e-05,-3.04645310638384e-05,0.0325584663863539,0.0257510521888661,-0.0638433705213179,0.0650211898488529,0.951,0.951
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",1.26457129999051e-05,1.26457129999051e-05,0.0534886383325951,0.0437629330411429,-0.101102133364171,0.0973601050153781,0.97,0.97
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",-0.111304869644435,-0.111304869644435,0.46403472460023,0.324457966351758,-1.18795797073255,0.509684170008829,NA,NA
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",-0.106416488654211,-0.106416488654211,0.523217789393116,0.317320544955763,-1.77061519871531,0.479818500014357,0.932773109243697,0.932773109243697
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.000184012393746924,0.000184012393746924,0.0227013791351691,0.0177668609958697,-0.0416052961127658,0.0445526668892851,0.953,0.953
4,100,"k = 100",0,"delta = 0","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.106981736458228,0.106981736458228,1.33087849684987,1.04681027473667,-2.42247351636935,2.89408749633629,NA,NA
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.201817093560837,0.00181709356083711,0.0646527743819533,0.0513434612749897,0.0712021050895387,0.325017131368289,0.963,0.166
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.201459262373772,0.00145926237377199,0.0744258693540277,0.0590949278399945,0.0500005761031568,0.353515575254956,0.928,0.215
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.201630253926844,0.00163025392684423,0.247231474390416,0.187820670369222,-0.287633231018,0.748748448144286,0.941,0.848
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.201714224245561,0.00171422424556054,0.127201945200254,0.0976225796036383,-0.0458073761447158,0.478426048825359,0.934,0.663
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.181498982872441,-0.018501017127559,0.216612243659813,0.165748518966149,-0.282776993816587,0.617627120827736,0.941,0.851
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.186923964716775,-0.0130760352832249,0.213560473860137,0.15052451491995,-0.242876494115577,0.576646292589145,NA,NA
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.189864186456789,-0.0101358135432107,0.198294716951639,0.146192447695542,-0.148812612447991,0.544435878246053,0.96551724137931,0.839080459770115
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.209093671422804,0.00909367142280379,0.100510497500003,0.0755362287455562,0.0456563532794824,0.435471383815851,0.956,0.392
5,10,"k = 10",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",-0.764441663831083,-0.964441663831083,2.89656968936338,1.80358485571345,-8.23175174110994,2.79995943924811,NA,NA
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.199124860667087,-0.000875139332913354,0.035528169734198,0.0281185090085151,0.126578900625419,0.271716603138231,0.95,0
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.196986582378105,-0.00301341762189471,0.0466474956256011,0.0371272279146869,0.107010186807566,0.290668056769586,0.9,0.01
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.189216381858326,-0.0107836181416739,0.123274118751518,0.0970880868389434,-0.0411658332936916,0.445887429234845,0.933,0.593
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.193524089383104,-0.00647591061689572,0.066800101442247,0.0533230724117931,0.0678373874636412,0.329893026153354,0.936,0.17
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.170523372121197,-0.0294766278788025,0.102520445715614,0.0783928158920482,-0.0411658332936916,0.331632605913455,0.938,0.593
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.143040258362303,-0.0569597416376973,0.287852574571284,0.177373701163729,-0.751149082639314,0.472489727314778,NA,NA
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.16301352554024,-0.03698647445976,0.231941569056289,0.154237849205884,-0.464299937050987,0.459588435029392,NA,NA
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.209582071373038,0.00958207137303825,0.0536295716357682,0.041600874091346,0.110612821819642,0.319682303175659,0.956,0.016
6,30,"k = 30",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",-1.03275007348836,-1.23275007348836,2.53300367370487,1.50251142264467,-7.37916450991817,1.16084721180388,NA,NA
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.198995785864417,-0.00100421413558313,0.0248491864573265,0.0198859758906508,0.15081068806392,0.245619606614992,0.96,0
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.19743722160723,-0.00256277839277034,0.0319290434846886,0.0251612991754208,0.135973689074677,0.265902854387658,0.912,0
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.191851064373471,-0.0081489356265289,0.0759281522897894,0.0602135815649149,0.0416372388379391,0.337186074141291,0.969,0.324
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.194567263409805,-0.00543273659019542,0.0415499676918877,0.0332190044715298,0.115269926295118,0.277166029421576,0.957,0.01
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.181026199019396,-0.0189738009806043,0.0629538306008741,0.0466386529167028,0.0416372388379391,0.277166029421576,0.961,0.324
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.165826570713373,-0.0341734292866265,0.191393510281737,0.118288105449734,-0.227401786769964,0.410847202329883,NA,NA
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.175806024315853,-0.0241939756841467,0.147624834108943,0.103688537319933,-0.167117754667663,0.394270165303879,0.959798994974874,0.705527638190955
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.204100726814282,0.00410072681428198,0.0361100814781237,0.028215809255589,0.136930422313433,0.278927995427904,0.96,0
7,60,"k = 60",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",-1.14620152133801,-1.34620152133801,2.30039617197736,1.43485015754049,-6.46285919099079,0.685960978544293,NA,NA
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.200392437087532,0.000392437087531993,0.0199230713361993,0.0160655818560432,0.161125292649665,0.239529384688499,0.954,0
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.198771499740377,-0.00122850025962273,0.0271081241175348,0.0213351259155411,0.148896065188204,0.252841998397466,0.872,0
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.192775793301143,-0.00722420669885675,0.0604106027351006,0.0477498862396873,0.0766320200130932,0.309597199745892,0.94,0.106
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.195651541802522,-0.00434845819747796,0.0333085861448863,0.0263065637648869,0.129939530574211,0.261116901959193,0.944,0.001
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.190393457690184,-0.00960654230981632,0.0450657326063506,0.0315646478772253,0.0766320200130932,0.261116901959193,0.941,0.106
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.183717556066894,-0.0162824439331061,0.12066126156392,0.08263046846528,-0.0886970729822285,0.356333521369804,NA,NA
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.187191304352337,-0.0128086956476633,0.102791274809339,0.0768298067274732,-0.0517874927085587,0.353963134636508,0.947,0.551
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.20588042051805,0.00588042051805001,0.0295796710572314,0.0232282870671773,0.151968227666525,0.263140683295489,0.951,0
8,100,"k = 100",0.2,"delta = 0.2","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",-0.949986853019054,-1.14998685301905,1.9953375110517,1.21682416011091,-5.83902419983303,0.546441588417332,NA,NA
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.49950350097298,-0.000496499027019562,0.0652837243321589,0.0513280320045434,0.373329163929867,0.629810879367922,0.955,0
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.493888474426291,-0.00611152557370897,0.0751389444335123,0.059000154410683,0.347792156673699,0.639129055877583,0.925,0
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.462082105088506,-0.0379178949114938,0.254754575072922,0.19651149517656,-0.0345985254734397,0.947792265458494,0.949,0.499
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.481358270983299,-0.0186417290167013,0.132852248692769,0.10391888733135,0.222248119100038,0.753298867614111,0.942,0.105
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.435303086781319,-0.0646969132186814,0.218585587458339,0.160309262873065,-0.0345985254734397,0.776496571186232,0.943,0.499
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.488875662313737,-0.0111243376862633,0.138446824418328,0.0936591199117343,0.207569619250475,0.707657031053933,NA,NA
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.486166608134261,-0.0138333918657392,0.12360289316711,0.0896681928877912,0.203571120001575,0.688502264943327,0.95850622406639,0.20954356846473
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.499184913088575,-0.000815086911424806,0.0929970074657842,0.0702798518398539,0.296208717459579,0.666873943045893,NA,NA
9,10,"k = 10",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.195128035958946,-0.304871964041054,1.59208624030555,0.439560950039364,-1.91635104499901,0.88262540687449,NA,NA
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.499438436753038,-0.000561563246961913,0.0357399006550446,0.028724462851643,0.432424641290934,0.570701875586528,0.967,0
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.492556373201168,-0.00744362679883207,0.0473327315635549,0.0371119298939151,0.401945537862533,0.588450163023054,0.898,0
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.472232207755641,-0.0277677922443595,0.123863551591432,0.0970404276261054,0.225210602554053,0.712867021974463,0.935,0.059
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.484894640388681,-0.0151053596113188,0.0664159361212865,0.0526125199348083,0.349569619896178,0.615176193910152,0.935,0
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.476986194643278,-0.0230138053567217,0.0888282451504238,0.0604738686850444,0.225210602554053,0.615176193910152,0.938,0.059
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.497779298335869,-0.00222070166413128,0.0647011045078756,0.0504682680979008,0.366764727590511,0.620350251504692,NA,NA
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.493357938665875,-0.00664206133412526,0.0633026373181916,0.0495384019389695,0.364897431974665,0.610134732441775,0.952,0.006
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.50154139217712,0.00154139217712051,0.0502055968367984,0.0394825168559503,0.401375920471286,0.594778389990304,0.955,0
10,30,"k = 30",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.40531062039122,-0.0946893796087802,0.538622046732832,0.156602123070557,-0.746822294502995,0.669104141477322,NA,NA
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.498431877028232,-0.00156812297176837,0.0242395233175195,0.019169729079592,0.451360909075833,0.546188024633864,0.962,0
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.4923792125586,-0.00762078744140037,0.0344978980560667,0.0268872663058683,0.42130491819253,0.557308332673572,0.888,0
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.476740368828038,-0.0232596311719616,0.0828989791173894,0.0655851169120342,0.315792785212446,0.624263021059765,0.937,0.001
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.486030190905403,-0.013969809094597,0.0455569412117223,0.0358210626190606,0.398684551185846,0.566994122891513,0.936,0
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.485885374294966,-0.0141146257050336,0.0461150238744838,0.0359658792294972,0.398684551185846,0.566994122891513,0.936,0.001
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.497768681296115,-0.00223131870388548,0.0431339163652892,0.0341107383517854,0.413460889247899,0.576463646003826,NA,NA
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.494090288810105,-0.00590971118989536,0.0422921170803604,0.0328540832523568,0.410395934386102,0.571996550954548,0.958,0
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.502619298334831,0.00261929833483069,0.0315266464024586,0.0249760661823888,0.436783450784321,0.563168927497362,0.966,0
11,60,"k = 60",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.470759929658743,-0.0292400703412567,0.156636576735766,0.0665962782870612,0.291135281434619,0.603176935987527,NA,NA
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.499421355573648,-0.000578644426351521,0.019483144181274,0.0153703838002873,0.46114674246225,0.536974824141411,0.96,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.492651912426872,-0.00734808757312834,0.0274781692546516,0.0216285327198701,0.439997084567039,0.545245612648844,0.877,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.475342307497157,-0.0246576925028426,0.0637072522536479,0.0509105540043869,0.356235260474911,0.58851998346172,0.932,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.485750167110831,-0.0142498328891686,0.0351280352827907,0.027802415965022,0.422462231753022,0.549522537832178,0.937,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.485750167110831,-0.0142498328891686,0.0351280352827907,0.027802415965022,0.422462231753022,0.549522537832178,0.937,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.498088012912466,-0.00191198708753413,0.0334564531991985,0.0257262958964336,0.426068685699832,0.560912543853359,NA,NA
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.494382479755779,-0.005617520244221,0.0327320935043181,0.0250500068039982,0.42684324508095,0.555417747037007,0.946,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.502708583850497,0.00270858385049739,0.0255826274432884,0.020003603314254,0.451416348789818,0.553337935298239,0.952,0
12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","betaSM",0.482217439226438,-0.017782560773562,0.0736273930859857,0.0447545316341371,0.36764970028545,0.577723446503788,0.962,0.004
