"metric"	"discipline"	"domain"	"predictor"	"b-adjusted"	"se-adjusted"	"t-adjusted"	"significance-adjusted"	"k-adjusted"	"H2-adjusted"	"I2-adjusted"	"Q-adjusted"	"tau2-adjusted"	"sterr.tau2-adjusted"	"tau/b-adjusted"	"b-notadjusted"	"se-notadjusted"	"t-notadjusted"	"significance-notadjusted"	"k-notadjusted"	"H2-notadjusted"	"I2-notadjusted"	"Q-notadjusted"	"tau2-notadjusted"	"sterr.tau2-notadjusted"	"tau/b-notadjusted"	"b-standardized"	"se-standardized"	"t-standardized"	"significance-standardized"	"k-standardized"	"H2-standardized"	"I2-standardized"	"Q-standardized"	"tau2-standardized"	"sterr.tau2-standardized"	"tau/b-standardized"	"b-notcoined"	"se-notcoined"	"t-notcoined"	"significance-notcoined"	"tau2-notcoined"	"sterr.tau2-notcoined"	"tau/b-notcoined"	"b-1.11coined"	"se-1.11coined"	"t-1.11coined"	"significance-1.11coined"	"tau2-1.11coined"	"sterr.tau2-1.11coined"	"tau/b-1.11coined"
"LOR"	"all"	"all"	"small-study(+)"	0.779849194546062	0.0520960177480746	14.969458861851	"***"	1910	18.4244466923058	0.945724285960913	35172.2687356117	4.35327214811745	0.30982450831306	2.67545272350259	0.779849194546062	0.0520960177480746	14.969458861851	"***"	1910	18.4244466923058	0.945724285960913	35172.2687356117	4.35327214811745	0.30982450831306	2.67545272350259	0.701857858117313	0.0373445046952252	18.7941402314824	"***"	1902	61.4041615434962	0.983714458843451	116729.311094186	0.772180854214784	0.913136597959491	1.25201735216027	0.346280668998851	0.0535135402717372	6.47089815475611	"***"	4.63048993493816	0.329306902838468	6.21419996785382	0.593610589225948	0.0530754612870877	11.1842756488743	"***"	4.54396181896948	0.323225790326147	3.59100241489678
"LOR"	"all"	"all"	"grey literature(-)"	-0.0487715598062446	0.0155743987166883	-3.13152120306159	"**"	445	60.3985625371117	0.983443314575814	26816.9617664776	0.0536764694172129	0.0495566206866658	4.75034690099496	-0.0524663540932823	0.0156533601938606	-3.3517630364029	"***"	445	68.2835282684696	0.985355179713791	30317.8865512005	0.0572826423181864	0.0526386180114463	4.56174112121444	-0.0487715598062446	0.0155743987166883	-3.13152120306159	"**"	445	60.3985625371117	0.983443314575814	26816.9617664776	0.0536764694172129	0.0495566206866658	4.75034690099496	-0.0309803972889246	0.0156841794474028	-1.9752641438985	"*"	0.0547899032590841	0.0505845017721899	7.55550128903072	-0.0365514452321341	0.0156841835082968	-2.33046528770839	"*"	0.0547899446671989	0.0505845399986359	6.40391969773199
"LOR"	"all"	"all"	"year in m-a(-)"	-0.000533989072668374	0.000810076680848449	-0.659183365343995	""	1904	41.5071565788042	0.975907769107204	78988.1189694643	0.00055358752859788	0.000428384022239417	44.0616522871018	-0.00465432533198331	0.000790545506925207	-5.88748565542559	"***"	1904	45.4042545450825	0.977975632239329	86404.296399292	0.000567915821887192	0.000436386653270487	5.12018021792618	-0.01047650308843	0.00336565773249244	-3.11276544471193	"**"	1896	1786.84418506517	0.999440354112374	3386069.7306985	0.0182039008451261	0.00639842570005483	12.8785178807089	-0.00215435435980976	0.000812405209558677	-2.65182243351205	"**"	0.00055833373195491	0.00043205662561309	10.9680593903445	-0.00172834694320165	0.000812404353243235	-2.1274466788636	"*"	0.000558331982530745	0.000432055271911903	13.6714735665247
"LOR"	"all"	"all"	"year in m-a, abs.(-)"	0.00111027750377712	0.000645068851772114	1.72117674063318	"+"	1904	20.9320034325536	0.952226264283676	39833.6025321495	0.00027239898951598	0.000210800971992661	14.8652153719681	-0.00220620640010507	0.000641701867861424	-3.43805513214043	"***"	1904	24.5708980738426	0.9593014468989	46758.4190345225	0.000301464039636895	0.000231653513716343	7.86994354732097	-0.00182706116834411	0.00201839857386291	-0.905203358743654	""	1896	558.87453619806	0.998210689635633	1059067.24609532	0.00568666226645052	0.00199880618320771	41.2739116936352	0.00111027750377712	0.000645068851772114	1.72117674063318	"+"	0.00027239898951598	0.000210800971992661	14.8652153719681	0.00111027750377712	0.000645068851772114	1.72117674063318	"+"	0.00027239898951598	0.000210800971992661	14.8652153719681
"LOR"	"all"	"all"	"citations(+)"	0.000317626749501453	2.72432866729701e-05	11.6588997984811	"***"	1841	15.2924296753434	0.934608167490066	28138.0706026319	2.31367457204177e-07	1.5185934359886e-07	1.5143772146981	0.00032987088038226	2.69010233064493e-05	12.2623915315213	"***"	1841	17.7087167526625	0.943530634434613	32584.038824899	2.50520310290515e-07	1.61689292868462e-07	1.51732107808079	0.00170074944140099	0.000211381599365379	8.04587270844324	"***"	1833	1441.40267611862	0.999306231342172	2640649.70264931	5.95038320640203e-05	3.97862881362809e-05	4.53557268008498	0.000191129762474482	2.74566204259628e-05	6.96115397704776	"***"	2.37892174615567e-07	1.56141070716628e-07	2.55188887186984	0.000237470667797384	2.74358229645318e-05	8.65549643268873	"***"	2.3725114552704e-07	1.55720406974997e-07	2.05113471714107
"LOR"	"all"	"all"	"US author(+)"	0.0215023129345855	0.0115896362123311	1.85530525209304	"+"	1412	39.0170525728435	0.974370180880961	55053.0611802822	0.111774387286498	0.0932200671012704	15.5484095244611	0.000638200556750973	0.0105870657261329	0.0602811556346206	""	1412	43.5416329866916	0.977033475058098	61437.2441442219	0.0948154590228631	0.0781784141223872	482.483423701678	0.0215023129345855	0.0115896362123311	1.85530525209304	"+"	1412	39.0170525728435	0.974370180880961	55053.0611802822	0.111774387286498	0.0932200671012704	15.5484095244611	0.0247528428173353	0.0116177951859226	2.1305972795362	"*"	0.112518656487712	0.0938407549889845	13.5514942423883	0.0356340062968019	0.0116178794738639	3.06716956196401	"**"	0.112520888018213	0.0938426159876084	9.41351725665891
"LOR"	"all"	"all"	"team size(-)"	-0.00310133259420352	0.000945995680144427	-3.27837923501938	"**"	1821	35.9244513256849	0.972163805901051	65382.5014127465	0.000416338117984033	0.000267524911119437	6.57922507504443	-0.00448570920790415	0.000883484290351484	-5.07729368466706	"***"	1821	41.6089150531035	0.975966688900113	75728.2253966484	0.000385063856121015	0.000228096103628577	4.37456890271475	-0.00916852963438212	0.00755872893313026	-1.21297240786027	""	1813	1619.84841998824	0.99938265828601	2935165.33701868	0.0892093930009096	0.0661431929750297	32.5765882867384	-0.00333717355999717	0.000946022988359138	-3.52758188866578	"***"	0.000416380277362939	0.000267551999198783	6.11457506595821	-0.00334567336405131	0.000946025901541295	-3.53655577357918	"***"	0.000416384774982639	0.000267554888991813	6.09907370704622
"LOR"	"all"	"all"	"n. countries-author(+)"	0.0506333680808036	0.0245726336717816	2.06055926919015	"*"	1820	21.6868700806711	0.953889150611398	39448.4166767407	0.466145989666339	0.359371834895534	13.4841681294494	0.0902071784428081	0.0238947364016643	3.77519035684048	"***"	1821	27.1792224727798	0.963207188836932	49466.1849004592	0.476898151548063	0.38524646365261	7.65546756267665	0.340693874507427	0.149837776294987	2.27375153937615	"*"	1812	1704.20926840927	0.999413217602711	3086322.98508919	35.2564210894393	11.4792623582981	17.4282903699424	0.0791535198446362	0.0245775567350876	3.22056096534747	"**"	0.46642216455095	0.359584729939052	8.62818320314134	0.0751412473083019	0.0245775245715638	3.05731551969397	"**"	0.466420359952837	0.359583338827783	9.08887959249446
"LOR"	"all"	"all"	"industry collaborator(+)"	-0.00242826506174634	0.0191237246700999	-0.126976575099042	""	551	8.83898904324297	0.886864889739347	4861.44397378363	0.110676239840362	0.0437911219569291	137.003324785073	-0.0144408335318622	0.0180840748171541	-0.79853869649798	""	551	9.81143260093776	0.898078084957295	5396.28793051577	0.100707730981251	0.0446939993178185	21.9755191633012	-0.00242826506174634	0.0191237246700999	-0.126976575099042	""	551	8.83898904324297	0.886864889739347	4861.44397378363	0.110676239840362	0.0437911219569291	137.003324785073	0.0135579960735364	0.0189679166795592	0.714785724894455	""	0.108120677408176	0.0427833486703547	24.2526318999201	0.0415336544549207	0.0188991467683954	2.19764706650019	"*"	0.107002157804165	0.0423422689012005	7.87582617643813
"LOR"	"all"	"all"	"geo. distance(+)"	-0.000343319334712071	0.000146984933991629	-2.3357450684818	"*"	1733	15.9887236433145	0.937455920665804	27692.4693502207	1.64087782335112e-05	1.15577357335371e-05	11.7988549051564	-0.00033171712371727	0.000144143636257417	-2.30129565432135	"*"	1734	18.7692733570019	0.946721432365577	32527.1507276843	1.67783521900625e-05	1.17610708206717e-05	12.3482883452803	1.74067752135671e-06	0.000871617701665138	0.00199706536252226	""	1725	1566.63058189505	0.999361687425513	2700871.12318706	0.00102826001488434	0.000539950634122219	18421.8462378475	-2.49948648345538e-05	0.000147091574854719	-0.169927236547987	""	1.64415893284037e-05	1.15808428257823e-05	162.22624119465	-9.47809283828291e-05	0.000147091540593823	-0.644366956795676	""	1.64415787815316e-05	1.15808353981865e-05	42.7809870606643
